show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
80012477,Movie,Secrets of Her Majesty's Secret Service,Kasia Uscinska,Samuel West,United Kingdom,February 22  2017,2014,TV-PG,55 min,Documentaries  International Movies,This documentary spotlights more than 100 years of operatives and operations in the U.K.'s secret service  the world's oldest intelligence agency.
80003153,Movie,Secrets of Highclere Castle,Vicky Matthews,Samuel West,United States,February 22  2017,2013,TV-PG,54 min,Documentaries  International Movies,Known as the setting of "Downton Abbey " Highclere Castle truly was the home of aristocrats and an army of servants  with a rich past to share.
80236133,Movie,The Drug King,Woo Min-ho,Song Kang-ho  Cho Jung-seok  Bae Doona  Kim So-jin  Kim Dae-myung  Jo Woo-jin  Lee Hee-jun  Song Young-chang  Yoon Je-moon,South Korea,February 21  2019,2018,TV-MA,139 min,Dramas  International Movies  Thrillers,A petty smuggler from Busan dives headfirst into illicit drug trafficking in the 1970s and rises to become king of narcotics exports to Japan.
80223050,Movie,Forgotten,Hang-Jun Jang,Ha-neul Kang  Moo-Yul Kim  Young-hee Na  Seong-kun Mun  Myung-Ryul Nam  Eun-woo Lee  Chan-bi Jung  Go Choi  Seong-il Bae  Soon-won Lee,South Korea,February 21  2018,2017,TV-MA,109 min,Dramas  International Movies  Thrillers,When his abducted brother returns seemingly a different man with no memory of the past 19 days  Jin-seok chases after the truth behind the kidnapping.
80198735,Movie,The Bachelors,Kurt Voelker,J.K. Simmons  Josh Wiggins  Julie Delpy  Odeya Rush  Kevin Dunn  Kimberly Crandall  Jean Louisa Kelly  Charlie DePew  Tyrel Jackson Williams  Tom Amandes  Spencer List  Jacqueline Mazarella  Vanessa Howard  Harold Perrineau,United States,February 21  2018,2017,TV-14,100 min,Dramas,After the death of his wife  a teacher and his son move to a new city  where emotional connections with two women help them begin to heal.
80134969,Movie,Trevor Noah: Afraid of the Dark,David Paul Meyer,Trevor Noah,United States,February 21  2017,2017,TV-14,67 min,Stand-Up Comedy,The "Daily Show" host ponders the perils of naming countries  how traffic lights turn New Yorkers invincible and why you shouldn't drink in Scotland.
80108610,Movie,Bugs,Andreas Johnsen,Unknown,Netherlands  Denmark  France  Germany,February 20  2018,2016,TV-G,73 min,Documentaries  International Movies,A willing team of chefs and researchers goes on a gastronomic adventure around the globe to weigh the benefits of using bugs as a future food source.
80217121,Movie,The Breadwinner,Nora Twomey,Saara Chaudry  Soma Chhaya  Ali Badshah  Soma Bhatia  Shaista Latif  Laara Sadiq  Kawa Ada  Noorin Gulamgaus,Ireland  Canada  Luxembourg  United States,February 20  2018,2017,PG-13,93 min,Children & Family Movies  Dramas  International Movies,A courageous 11-year-old Afghan girl disguises herself as a boy and takes on odd jobs to provide for her family when her father is arrested.
80117596,Movie,Mirzya,Rakeysh Omprakash Mehra,Harshvardhan Kapoor  Saiyami Kher  Anuj Choudhry  Art Malik  Om Puri  K.K. Raina  Anjali Patil,India,February 20  2017,2016,TV-MA,129 min,Dramas  International Movies  Music & Musicals,A modern love story is connected to an ancient folk tale as star-crossed lovers from different social classes are kept apart by their families.
80219974,Movie,Viking Destiny,David L.G. Hughes,Anna Demetriou  Timo Nieminen  Will Mellor  Andrew Whipp  Paul Freeman  Terence Stamp  Ian Beattie  Victoria Broom  Taylor Frost  Martyn Ford,United Kingdom,February 2  2019,2018,R,91 min,Action & Adventure  Sci-Fi & Fantasy,Framed for her father’s murder  an exiled Viking princess is guided by the god Odin as she prepares to return to her kingdom and reclaim the throne.
80097140,TV Show,Altered Carbon,Unknown,Joel Kinnaman  James Purefoy  Martha Higareda  Renée Elise Goldsberry  Dichen Lachman  Will Yun Lee  Kristin Lehman  Chris Conner  Ato Essandoh  Tamara Taylor  Byron Mann,United States,February 2  2018,2018,TV-MA,1 Season,Crime TV Shows  TV Action & Adventure  TV Dramas,After 250 years on ice  a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.
80157137,TV Show,Coach Snoop,Unknown,Snoop Dogg,United States,February 2  2018,2018,TV-MA,1 Season,Docuseries  Reality TV,Fueled by his own rough upbringing  Snoop Dogg creates a youth football league to keep at-risk kids off the streets and focused on their goals.
80217826,Movie,Kavin Jay: Everybody Calm Down!,Michael McKay,Kavin Jay,Unknown,February 2  2018,2018,TV-MA,53 min,Stand-Up Comedy,On a mission to defy stereotypes  Malaysian stand-up comedian Kavin Jay shares stories about growing up in the VHS era with his Singapore audience.
80177414,Movie,On Body and Soul,Ildiko Enyedi,Alexandra Borbély  Géza Morcsányi  Réka Tenki  Zoltán Schneider  Ervin Nagy  Itala Bekes  Éva Bata  Pál Mácsai  Zsuzsa Jaro  Nóra Rainer-Micsinyei,Hungary,February 2  2018,2017,TV-MA,116 min,Dramas  International Movies  Romantic Movies,Two shy and socially awkward co-workers in Budapest form a special bond through a mysterious mystic connection that manifests in a dream.
80226233,Movie,The Bros,You-Jeong Chang,Dong-hwi Lee  Dong-seok Ma  Ha-Nui Lee  Woo-jin Jo  Young-chang Song  Chang-wook Ji  Man-seok Oh  Ye-ji Seo,South Korea,February 2  2018,2017,TV-14,102 min,Comedies  Dramas  International Movies,Reunited in their hometown for their father's funeral  two self-interested brothers meet a peculiar woman who shares a huge secret about their family.
80098490,Movie,Trash Fire,Richard Bates Jr.,Adrian Grenier  Angela Trimbur  AnnaLynne McCord  Fionnula Flanagan  Matthew Gray Gubler  Ray Santiago  Sally Kirkland  Ezra Buzzington,United States,February 2  2017,2016,R,94 min,Comedies  Dramas  Independent Movies,Surprise news that his girlfriend is pregnant sends loutish Owen on an ill-advised trip to reconnect with his twisted sister and sadistic grandmother.
80223123,Movie,A Week in Watts,Gregory Caruso,Unknown,United States,February 19  2018,2017,TV-14,91 min,Documentaries,Los Angeles police officers embark on an innovative program mentoring promising students from the harsh  gang-infested Watts neighborhood.
80214581,Movie,Dismissed,Benjamin Arfmann,Kent Osborne  Dylan Sprouse  Rae Gray  Alycia Delmore  Robert Longstreet  Chris Bauer  Randall Park  Mitchell Edwards  Victoria Zeutzius  Leslie Thurston  Matthew J. Evans,United States,February 19  2018,2017,TV-14,87 min,Thrillers,An intelligent but intense honor student traumatizes his high school teacher and mentor when he doesn't get the grade he believes he deserves.
80223731,Movie,FullMetal Alchemist,Fumihiko Sori,Ryosuke Yamada  Tsubasa Honda  Dean Fujioka  Misako Renbutsu  Kanata Hongo  Shinji Uchiyama  Jun Kunimura  Yo Oizumi  Ryuta Sato  Fumiyo Kohinata  Yasuko Matsuyuki,Japan,February 19  2018,2017,TV-14,134 min,Action & Adventure  Dramas  International Movies,While alchemist Edward Elric searches for a way to restore his brother Al's body  the military government and mysterious monsters are watching closely.
80211728,Movie,Memoir of a Murderer,Shin-yeon Won,Kyung-gu Seol  Nam-gil Kim  Seol-hyun Kim  Dal-su Oh  Seok-jeong Hwang  In-Gum Jung  Ki-jun Shin  Jin-young Jang  Rina Shin  Hye-yoon Kim,South Korea,February 19  2018,2017,TV-MA,118 min,Dramas  International Movies  Thrillers,Hiding his own murderous past  a man suffering from Alzheimer's must protect his daughter from her boyfriend  who he suspects is also a serial killer.
80226338,TV Show,마녀사냥,Unknown,Si-kyung Sung  Se-yoon Yoo  Dong-yup Shin  Ji-woong Heo  Sam Hammington,South Korea,February 19  2018,2015,TV-MA,1 Season,International TV Shows  Korean TV Shows  Stand-Up Comedy & Talk Shows,Four Korean celebrity men and guest stars of both genders discuss women  sex and relationships – to an unprecedented degree of openness.
80121386,Movie,Boy Missing,Mar Targarona,Blanca Portillo  Antonio Dechent  Vicente Romero  Marc Domènech  Nausicaa Bonnín  Andrés Herrera  José Coronado  Macarena Gómez  Paco Manzanedo  Sergi Subirà,Spain,February 19  2017,2016,TV-MA,105 min,International Movies  Thrillers,When her son is kidnapped and later found traumatized  a lawyer takes justice into her own hands  causing events that spiral out of control.
80158772,Movie,Growing Up Wild,Keith Scholey,Daveed Diggs,United States,February 19  2017,2016,G,78 min,Children & Family Movies  Documentaries,Five baby animals from different parts of the world grow up learning to survive in the wild  nurtured by the love and guidance of their families.
80152627,Movie,Tini: The New Life of Violetta,Juan Pablo Buscarini,Martina Stoessel  Jorge Blanco  Adrián Salzedo  Mercedes Lambre  Diego Ramos  Clara Alonso  Sofia Carson  Leonardo Cecchi  Ridder van Kooten  Beatrice Arnera  Georgina Amorós,Spain  Italy  Argentina,February 19  2017,2016,G,99 min,Children & Family Movies  Music & Musicals,After completing a world tour  a teen pop star spends the summer at an Italian villa to recover from heartbreak and grow into a mature artist.
80022456,TV Show,Cooked,Unknown,Michael Pollan,United States,February 19  2016,2016,TV-PG,1 Season,Docuseries,As he tries his hand at baking  brewing and braising  acclaimed food writer Michael Pollan explores how cooking transforms food and shapes our world.
80149259,Movie,GANTZ:O,Keiichi Sato  Yasushi Kawamura,Daisuke Ono  M・A・O  Tomohiro Kaku  Saori Hayami  Shuichi Ikeda  Kendo Kobayashi  Razor Ramon RG  Razor Ramon HG  Masane Tsukayama  Masaya Onosaka  Kenjiro Tsuda  Teruaki Ogawa  Hisanori Yoshida  Yuki Kaji,Japan,February 18  2017,2016,TV-MA,96 min,Action & Adventure  Anime Features  Horror Movies,Teams of recently deceased people who've been revived and given high-tech weapons must cooperate to defeat an army of monsters in Tokyo and Osaka.
80081337,Movie,Dear Dracula,Chad Van De Keere,Nathan Gamble  Ray Liotta  Emilio Estevez  Ariel Winter  Matthew Lillard  Yuri Lowenthal  Marion Ross  Tara Strong,United States,February 18  2016,2012,TV-Y7-FV,43 min,Children & Family Movies  Comedies,When he gets a fan letter from a young monster movie buff  Dracula visits him and soon has a new friend helping him to get his confidence back.
80209153,Movie,Blood Money,Lucky McKee,John Cusack  Ellar Coltrane  Willa Fitzgerald  Jacob Artist  Ned Bellamy  Antonio Bell  Johanna McGinley,United States,February 17  2018,2017,R,85 min,Action & Adventure,Three friends on a wilderness trip find bags full of cash and must evade the criminal who hid the money in the first place.
80222025,TV Show,Brave Miss World,Cecilia Peck,Linor Abargil,United States  Israel  Italy  South Africa,February 17  2018,2013,TV-14,1 Season,Crime TV Shows  Docuseries,Weeks before being named Miss World  Linor Abargil was raped. She tells the world her inspiring true story in this Emmy-nominated documentary.
80161850,Movie,INDIA,Sanjeev Gupta,Heeba Shah  Ashwin Shukla  Muskaan  Aldan Shaikh  Ayesha,India,February 17  2017,2014,NR,95 min,Dramas  Independent Movies  International Movies,A man buys a young girl  code-names her "Doll" and sends her to live with a mother of two who has a mysterious mission to be fulfilled.
80107808,Movie,Kill Ratio,Paul Tanter,Tom Hopper  Amy Huberman  Lacy Moore  Brian McGuinness  Luke Pierucci  Nick Dunning,United States,February 17  2017,2016,TV-MA,87 min,Action & Adventure,Posing as a telecom salesman at a business conference  a CIA agent fights to protect a fledgling Eastern European democracy from a military coup.
80154508,TV Show,Love for Ten: Generation of Youth,Unknown,Sung-yeol Lee  Ji-hyun Nam  Clara Lee  Jin Won,South Korea,February 17  2017,2013,TV-14,1 Season,International TV Shows  Korean TV Shows  Romantic TV Shows,A nerdy engineering student falls for a pretty  outgoing girl at his college. To get closer to her  he joins the theater group she belongs to.
80123910,Movie,Madaari,Nishikant Kamat,Irrfan Khan  Jimmy Shergill  Vishesh Bansal  Tushar Dalvi  Nitish Pandey,India,February 17  2017,2016,TV-14,134 min,Dramas  Independent Movies  International Movies,A bridge under construction collapses in Mumbai  killing a man's family and launching him on a crusade to bring those responsible to justice.
80103428,Movie,Rocky Handsome,Nishikant Kamat,John Abraham  Diya Chalwad  Shruti Haasan  Nishikant Kamat  Sharad Kelkar  Nathalia Kaur,India,February 17  2017,2016,NR,119 min,Action & Adventure  International Movies,A reclusive pawn shop owner sets his sights on revenge when vicious gangsters kidnap his drug-addicted neighbor's young daughter.
80113673,Movie,TE3N,Ribhu Dasgupta,Amitabh Bachchan  Nawazuddin Siddiqui  Vidya Balan  Mukesh Chhabra  Sabyasachi Chakraborty  Prakash Belawadi  Tota Roy Chowdhury  Padmavati Rao  Suneel Sinha,India,February 17  2017,2016,TV-14,128 min,Dramas  International Movies  Thrillers,Still desperate to find his granddaughter nearly a decade after her kidnapping  a devoted grandfather chases a dangerous new lead.
80013271,Movie,Black Sea,Kevin MacDonald,Jude Law  Scoot McNairy  Ben Mendelsohn  Bobby Schofield  Tobias Menzies  Michael Smiley  Grigoriy Dobrygin  David Threlfall  Jodie Whittaker  Karl Davies,United Kingdom  United States  Russia,February 16  2019,2015,R,114 min,Action & Adventure  Dramas  International Movies,A hard-driving submarine captain is hired to steal gold from a sunken Nazi sub  but there's no honor among thieves during this underwater heist.
80191555,Movie,Agustín Aristarán: Soy Rada,Mariano Baez,Agustín Aristarán,Argentina,February 16  2018,2018,TV-MA,60 min,Stand-Up Comedy,Argentine comedian Agustín "Radagast" Aristarán adds doses of magic  music and acting to his high-energy stand-up routine.
80117551,TV Show,Everything Sucks!,Unknown,Jahi Di'Allo Winston  Peyton Kennedy  Patch Darragh  Claudine Mboligikpelani Nako  Rio Mangini  Quinn Liebling  Sydney Sweeney  Elijah Stevenson  Zachary Ray Sherman  Abi Brittle,United States,February 16  2018,2018,TV-14,1 Season,TV Comedies  TV Dramas  Teen TV Shows,It's 1996 in a town called Boring  where high school misfits in the AV and drama clubs brave the ups and downs of teenage life in the VHS era.
80184625,Movie,Irreplaceable You,Stephanie Laing,Gugu Mbatha-Raw  Michiel Huisman  Christopher Walken  Steve Coogan  Kate McKinnon  Jacki Weaver  Timothy Simons  Brian Tyree Henry  Alanna Masterson  Gayle Rankin  Tamara Tunie,United States,February 16  2018,2018,TV-MA,96 min,Dramas  Romantic Movies,A stunning cancer diagnosis spurs Abbie to seek a future girlfriend for fiancé and childhood sweetheart Sam  who's clueless when it comes to dating.
80184154,TV Show,Kon Kon Kon,Unknown,Unknown,Unknown,February 16  2018,2014,TV-PG,1 Season,Docuseries  International TV Shows,Explore the stories of ordinary people dealing with extraordinary circumstances in this series that focuses on overcoming obstacles and odds.
80106438,Movie,Operator,Logan Kibens,Martin Starr  Mae Whitman  Nat Faxon  Cameron Esposito  Retta  Christine Lahti  Kate Cobb  Kristopher Lofton  Tim Hopper  Trevor Dawkins,United States,February 16  2017,2016,TV-MA,91 min,Comedies  Dramas  Independent Movies,When a programmer uses his wife's sympathetic voice for his company's customer service app  he starts to rely more on her idealized self than her.
80159877,Movie,Alone in Berlin,Vincent Perez,Emma Thompson  Brendan Gleeson  Daniel Brühl  Monique Chaumette  Joachim Bissmeier  Katrin Pollitt  Lars Rudolph  Uwe Preuss  Daniel Sträßer  Rainer Reiners  Mikael Persbrandt,United Kingdom  France  Germany,February 15  2019,2016,R,103 min,Dramas,After learning of their son's death on the battlefield  a grieving Berlin couple embark on a quietly dangerous act of resistance against Adolf Hitler.
80208091,Movie,Anchor and Hope,Carlos Marques-Marcet,Oona Chaplin  Natalia Tena  David Verdaguer  Geraldine Chaplin,Spain,February 15  2019,2017,TV-MA,113 min,Comedies  Dramas  LGBTQ Movies,Kat and Eva’s happy romance hits a rough patch when Eva decides that she wants a child. Visiting friend Roger could help complete their family.
80095232,Movie,Buddies,Marcelo Galvão,Ariel Goldenberg  Rita Pokk  Breno Viola  Lima Duarte  Marco Luque  Daniel Torres  Monaliza Marchi  Amélia Bittencourt  Giulia de Souza Merigo  Deto Montenegro  Rui Unas,Brazil,February 15  2019,2012,TV-MA,103 min,Comedies  Dramas  Independent Movies,Inspired by the movie "Thelma & Louise " three young people with Down syndrome leave the institution where they live to take a road trip together.
80045203,TV Show,Hjørdis,Lars Kaalund,Lise Baastrup  Martin Brygmann  Ellen Hillingsø  Nicky Andersen  Nicoline Sharma Rubow  Jasmin Bart-Williams  William Rützou  Marius Due  Robert Hansen,Denmark,February 15  2019,2015,TV-14,1 Season,International TV Shows  TV Comedies  TV Dramas,This miniseries spinoff of "Rita" follows teacher Hjørdis as she plans a school play on bullying featuring a cast of socially awkward students.
80188051,TV Show,Larry Charles' Dangerous World of Comedy,Unknown,Larry Charles,Unknown,February 15  2019,2019,TV-MA,1 Season,Docuseries  TV Comedies,Legendary comedy writer and director Larry Charles travels the world in search of humor in the most unusual  unexpected and dangerous places.
80216820,Movie,Never Heard,Josh Webber,Romeo Miller  David Banner  Robin Givens  Karrueche Tran  Dijon Talton  Dorien Wilson  Karen Abercrombie  Kandi Burruss  Brian White  Jackie Long,United States,February 15  2019,2018,TV-14,89 min,Dramas  Faith & Spirituality,As his father sits behind bars  a young man is lured into Los Angeles' merciless drug world and forced to choose between God and gang life.
80186863,TV Show,The Umbrella Academy,Unknown,Unknown,United States,February 15  2019,2019,TV-14,1 Season,TV Action & Adventure  TV Mysteries  TV Sci-Fi & Fantasy,Reunited by their father's death  estranged siblings with extraordinary powers uncover shocking family secrets – and a looming threat to humanity.
80144372,Movie,Asura: The City of Madness,Sung-soo Kim,Jung-min Hwang  Do-won Kwak  Man-sik Jung  Woo-sung Jung,South Korea,February 15  2018,2016,NR,133 min,Action & Adventure  Dramas  International Movies,Caught between a corrupt mayor and a prosecutor intent on exposing political depravity  a police detective must decide whose side he's on.
80201612,Movie,Daagdi Chaawl,Chandrakant Kanse,Ankush Chaudhari  Makrand Deshpande  Pooja Sawant  Sanjay Khapre  Yatin Karyekar  Kamlesh Sawant  Sandeep Gaikwad  Digvijay Rohidas,India,February 15  2018,2015,TV-14,118 min,Action & Adventure  Dramas  International Movies,A simple man's peaceful life is complicated when an incident brings him in contact with a gangster and launches his journey into the underworld.
80202087,Movie,Fakta Ladh Mhana,Sanjay Jadhav,Sachin Khedekar  Bharat Jadhav  Aniket Vishwasrao  Siddarth Jadhav  Sanjay Narvekar  Vaibhav Mangale  Santosh Juvekar  Sanjay Khapre  Mahesh Manjrekar,India,February 15  2018,2011,TV-14,150 min,Action & Adventure  Dramas  International Movies,A young man enlists the help of his friends to avenge his uncle's death by taking on a powerful  unscrupulous politician.
80201605,Movie,Morya,Avadhoot Gupte,Santosh Juvekar  Chinmay Mandlekar  Pari Telang  S. Joshi  Dilip Prabhavalkar  Ganesh Yadav  Pushkar Shrotri,India,February 15  2018,2011,TV-14,121 min,Dramas  International Movies,Two communities in Mumbai get a final chance to compete with each other in the celebration of the iconic Ganesh Chaturthi festival.
80201609,Movie,Premachi Goshta,Satish Rajwade,Atul Kulkarni  Sagarika Ghatge  Rohini Hattangadi  Sulekha Talvalkar  Meera Welankar  Satish Rajwade,India,February 15  2018,2013,TV-14,127 min,International Movies  Romantic Movies,A man and a woman struggling to keep their respective marriages afloat run into each other at a marriage counselor's office  with unexpected results.
80198794,TV Show,Re:Mind,Unknown,Keyakizaka46,Japan,February 15  2018,2017,TV-MA,1 Season,International TV Shows  TV Dramas  TV Mysteries,Eleven high school classmates awaken  restrained to a large dining room. While fearing for their lives  they question a motive to this bizarre act.
80201622,Movie,Tukaram,Chandrakant Kulkarni,Jitendra Joshi  Prateeksha Lonkar  Sharad Ponkshe  Radhika Apte  Veena Jamkar  Yatin Karyekar  Smita Tambe  Vrishasen Dabholkar,India,February 15  2018,2012,TV-PG,162 min,Dramas  Faith & Spirituality  International Movies,A child whose innocence and devotion set him apart from the other children of his village grows up to be one of the foremost saints of India.
80082749,Movie,A Heavy Heart,Thomas Stuber,Peter Kurth  Lena Lauzemis  Lina Wendel  Edin Hasanovic  Marko Dyrlich  Peter Schneider  Reiner Schöne  Udo Kroschwald,Germany,February 15  2017,2015,NR,109 min,Dramas  Independent Movies  International Movies,Long past his heyday  a still-virile boxer tries to reconnect with his daughter as he confronts the onset of a terminal  degenerative neural disorder.
80065214,Movie,Aram  Aram,Christopher Chambers,John Roohinian  Levon Sharafyan  Sevak Hakoyan  David Villada  Mike Ghader  Razmik Mansuryan  Lorita Meg  Amy Sanders  Alla Tumanian,United States,February 15  2017,2015,TV-14,79 min,Dramas  Independent Movies,Newly orphaned Aram leaves Beirut to live with his grandfather in Los Angeles  and overwhelmed by culture shock  he falls prey to an Armenian gang.
80152155,Movie,La Coppia dei Campioni,Giulio Base,Massimo Boldi  Massimiliano Tortora  Anna Maria Barbera  Massimo Ceccherini  Pia Lanciotti  Flora Canto,Italy,February 15  2017,2016,TV-MA,88 min,Comedies  International Movies,After winning a shared trip to a soccer match  two colleagues who hold opposite world views find they're stuck traveling together for the duration.
80158801,TV Show,Nightmare High,Unknown,So-hyun Kim  Min-hyuk Lee  Ki-joon Uhm  Da-Ye Kim  Seung-do Baek  Shin-ae Seo,South Korea,February 15  2017,2016,TV-14,1 Season,International TV Shows  Korean TV Shows  TV Dramas,After a new teacher arrives  students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.
80158803,TV Show,Spark,Unknown,Jong-chan Na  Bo-ra Nam  Da-young Joo  Yeo One  Ki-sung Bae  Jin-joo Park  Eun-soo Kwon,South Korea,February 15  2017,2016,TV-14,1 Season,International TV Shows  Korean TV Shows  Romantic TV Shows,A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?
80167461,Movie,The Fury of a Patient Man,Raúl Arévalo,Antonio de la Torre  Luis Callejo  Ruth Díaz  Raúl Jiménez  Manolo Solo  Font García  Pilar Gómez  Alicia Rubio,Spain,February 15  2017,2016,NR,92 min,International Movies  Thrillers,After his lover is killed in a jewelry store robbery  quiet José romances café owner Ana  who's unaware he has other motivations.
80157565,Movie,The Memory of Water,Matías Bize,Elena Anaya  Benjamín Vicuña  Néstor Cantillana  Sergio Hernández  Silvia Marty  Etienne Bobenrieth  Antonia Zegers  Pablo Cerda,Chile  Spain  Argentina  Germany,February 15  2017,2015,NR,88 min,Dramas  International Movies,When the accidental death of a couple's young son sends them grieving in opposite directions  they're forced to re-examine their life and marriage.
80007215,Movie,Stop at Nothing: The Lance Armstrong Story,Alex Holmes,Unknown,Australia  United Kingdom  United States  New Zealand  Italy  France,February 15  2015,2014,NR,100 min,Documentaries  International Movies  Sports Movies,An athlete dupes the world with his tale of miraculous recovery from cancer  becoming a sports hero and beacon of hope  but can he outpace the truth?
80204889,TV Show,Dating Around,Unknown,Unknown,Unknown,February 14  2019,2019,TV-MA,1 Season,Reality TV  Romantic TV Shows,In each episode of flirtations and fails  one real-life single navigates five blind dates. The mission: Find one match worthy of a second date.
80244853,Movie,Ken Jeong: You Complete Me  Ho,Jon M. Chu,Ken Jeong,United States,February 14  2019,2019,TV-MA,62 min,Stand-Up Comedy,In his first-ever stand-up special  Ken Jeong pays tribute to his wife and shares stories about Hollywood and how "The Hangover" saved his life.
80167498,Movie,Chris Rock: Tamborine,Bo Burnham,Chris Rock,United States,February 14  2018,2018,TV-MA,65 min,Stand-Up Comedy,Chris Rock takes the stage in Brooklyn for a comedy special filled with searing observations on fatherhood  infidelity and American politics.
80227304,Movie,Love Per Square Foot,Anand Tiwari,Vicky Kaushal  Angira Dhar  Alankrita Sahai  Raghuvir Yadav  Ratna Pathak Shah  Supriya Pathak,India,February 14  2018,2018,TV-14,133 min,Comedies  International Movies  Romantic Movies,Individually  bank employees Sanjay and Karina don't earn enough to be able to buy a home  so they decide to enter into a marriage of convenience.
80118913,TV Show,The Mortified Guide,Unknown,Unknown,United States,February 14  2018,2018,TV-MA,1 Season,Docuseries,Brave people get onstage to read hilarious and humiliating tales of gawky teenage love  family dysfunction and other stories from their younger years.
80081987,Movie,Girlfriend's Day,Michael Paul Stephenson,Bob Odenkirk  Amber Tamblyn  Natasha Lyonne  Alex Karpovsky  Stacy Keach  Andy Richter  Ed Begley Jr.  David Sullivan  Larry Fessenden  June Diane Raphael  Rich Sommer  Steven Michael Quezada  Echo Kellum  Stephanie Courtney  Toby Huss  Tucker Smallwood  Kevin O'Grady  Nate Mooney,United States,February 14  2017,2017,TV-MA,71 min,Comedies  Independent Movies,When he's caught up in a deadly conspiracy  an unemployed greeting card writer must create the perfect card for a new holiday to save his skin.
80134968,Movie,Katherine Ryan: In Trouble,Colin Dench,Katherine Ryan,United Kingdom,February 14  2017,2017,TV-MA,64 min,Stand-Up Comedy,Stand-up comic Katherine Ryan reminisces about unusual relationships  life in the hometown she hates and the time she enraged an entire nation.
80134887,Movie,Me and the Alien,Jesús Magaña Vázquez,Ines De Tavira  Juan Pablo Campa  Paco de la Fuente  Juan Ugarte  Carlos Aragón  Gloria Toba  Jessy Bulbo  Tato Alexander  Fabiola Guajardo  Arturo Carmona,Mexico,February 14  2017,2016,TV-MA,83 min,Comedies  Dramas  International Movies,Hoping to pump up their sound  a punk band hires Pepe  a keyboardist with Down Syndrome  but tensions erupt when he steals the show with his talent.
80150604,TV Show,White Nights,Unknown,Yo-Won Lee  Goo Jin  U-ie  Hae-in Jung  Gook-hwan Jeon  Han-yong Jeong,South Korea,February 14  2017,2016,TV-14,1 Season,International TV Shows  Korean TV Shows  TV Dramas,A coldhearted heiress  a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.
80046696,Movie,Sister Code,Corey Grant,Drew Sidora  Eva Marcille  Amber Rose  Marcus T. Paulk  Erica Ash  Essence Atkins  Amin Joseph  Rolonda Watts  Brooklyn McLinn  Don Hale Jr.  Duane Martin  Anne-Marie Johnson,United States,February 14  2016,2015,R,95 min,Comedies  Dramas  Romantic Movies,After the death of their beloved mother  three foster sisters find their bond tested by old grudges  career tensions and a startling revelation.
80168084,Movie,Trophy,Shaul Schwarz  Christina Clusiau,Unknown,United Kingdom  Namibia  South Africa  Zimbabwe  United States,February 13  2018,2017,TV-MA,110 min,Documentaries,This documentary explores the tensions between the lucrative big-game hunting business and wildlife conservation from a variety of perspectives.
80038290,Movie,Virunga: Gorillas in Peril,Unknown,Unknown,United States,February 13  2015,2015,NR,29 min,Documentaries,The team behind the searing documentary reveals what inspired them to tell the story of Virunga and the lethal fight to save the gorillas' sanctuary.
80013293,Movie,Clouds of Sils Maria,Olivier Assayas,Juliette Binoche  Kristen Stewart  Chloë Grace Moretz  Lars Eidinger  Johnny Flynn  Angela Winkler  Hanns Zischler  Brady Corbet,France  Germany  Switzerland,February 12  2017,2014,R,124 min,Dramas  International Movies,A middle-aged actress is cast in a film adaptation of the play that made her famous 20 years earlier  but in a much less glamorous role.
80241304,Movie,We the Animals,Jeremiah Zagar,Evan Rosado  Josiah Gabriel  Isaiah Kristian  Raúl Castillo  Sheila Vand  Giovanni Pacciarelli  Terry Holland  Moe Isaac  Mickey Anthony  Tom Malley,United States,February 11  2019,2018,R,93 min,Dramas  Independent Movies,A trio of brothers cope with their parents' volatile relationship by running wild and unchecked  and one of them experiences a visceral awakening.
80147513,Movie,Stronger Than the World,Afonso Poyart,José Loreto  Cleo Pires  Milhem Cortaz  Jackson Antunes  Claudia Ohana  Rômulo Arantes Neto  Paloma Bernardi  Thaila Ayala  Rafinha Bastos  Felipe Titto,Brazil,February 11  2017,2016,NR,123 min,Action & Adventure  Dramas  International Movies,After a tough upbringing  natural-born fighter José Aldo confronts his personal demons in his quest to become an MMA champion in this sports biopic.
80057749,TV Show,Cyborg 009: Call of Justice,Unknown,Keisuke Koumoto  Risa Taneda  Misato Fukuen  Takuya Sato  Satoshi Hino  Kenji Nomura  Mitsuaki Madono  Setsuji Sato  Haruki Ishiya  Ryo Sugisaki  Yui Makino  Kazuhiko Inoue  Yuko Kaida,Japan,February 10  2017,2017,TV-14,1 Season,Anime Series  International TV Shows,Years after taking up normal lives incognito  the cyborgs are forced to fight again when the superhuman Blessed appear with a plan for humanity.
80103818,Movie,David Brent: Life on the Road,Ricky Gervais,Ricky Gervais  Doc Brown  Tom Basden  Jo Hartley  Tom Bennett  Andrew Brooke  Nina Sosanya  Andy Burrows  Kevin Bishop  Roisin Conaty  Diane Morgan  Ashley McGuire  Alexander Arnold  Mandeep Dhillon,United Kingdom  United States,February 10  2017,2016,TV-MA,97 min,Comedies  International Movies,With "The Office" long in the past  middling salesman David Brent ditches work and goes on tour with his rock band in a disastrous stab at stardom.
